0.00.550.402 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.408 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.411 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.550.412 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.550.413 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.550.417 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.550.418 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.420 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.422 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.550.423 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.550.424 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.550.426 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.550.428 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.550.429 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.550.432 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.02.940.557 I 
0.02.940.632 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.02.944.849 I hellaswag_score : loaded 10042 tasks from prompt.
0.02.944.852 I ================================= is_spm = 0
0.02.944.853 I hellaswag_score : selecting 10042 randomized tasks.
0.05.630.252 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
8493	82.33839633%	[81.5128%, 83.1347%]
8494	82.34047563%	[81.5150%, 83.1367%]
8495	82.34255444%	[81.5171%, 83.1387%]
8496	82.34463277%	[81.5193%, 83.1407%]
8497	82.34671060%	[81.5215%, 83.1427%]
8498	82.34878795%	[81.5236%, 83.1447%]
8499	82.35086481%	[81.5258%, 83.1467%]
8500	82.34117647%	[81.5160%, 83.1372%]
8501	82.34325373%	[81.5181%, 83.1391%]
8502	82.34533051%	[81.5203%, 83.1411%]
8503	82.34740680%	[81.5225%, 83.1431%]
8504	82.34948260%	[81.5246%, 83.1451%]
8505	82.33980012%	[81.5148%, 83.1356%]
8506	82.33011992%	[81.5050%, 83.1260%]
8507	82.33219701%	[81.5072%, 83.1280%]
8508	82.33427362%	[81.5093%, 83.1300%]
8509	82.33634975%	[81.5115%, 83.1320%]
8510	82.33842538%	[81.5137%, 83.1340%]
8511	82.34050053%	[81.5158%, 83.1360%]
8512	82.34257519%	[81.5180%, 83.1380%]
8513	82.34464936%	[81.5202%, 83.1400%]
8514	82.34672304%	[81.5223%, 83.1420%]
8515	82.34879624%	[81.5245%, 83.1439%]
8516	82.35086895%	[81.5266%, 83.1459%]
8517	82.35294118%	[81.5288%, 83.1479%]
8518	82.35501291%	[81.5309%, 83.1499%]
8519	82.35708416%	[81.5331%, 83.1519%]
8520	82.34741784%	[81.5233%, 83.1424%]
8521	82.34948950%	[81.5255%, 83.1444%]
8522	82.35156067%	[81.5276%, 83.1463%]
8523	82.35363135%	[81.5298%, 83.1483%]
8524	82.35570155%	[81.5319%, 83.1503%]
8525	82.34604106%	[81.5222%, 83.1408%]
8526	82.34811166%	[81.5243%, 83.1428%]
8527	82.35018178%	[81.5265%, 83.1448%]
8528	82.35225141%	[81.5286%, 83.1467%]
8529	82.34259585%	[81.5189%, 83.1372%]
8530	82.34466589%	[81.5210%, 83.1392%]
8531	82.34673544%	[81.5232%, 83.1412%]
8532	82.33708392%	[81.5134%, 83.1317%]
8533	82.33915387%	[81.5155%, 83.1337%]
8534	82.34122334%	[81.5177%, 83.1356%]
8535	82.34329233%	[81.5199%, 83.1376%]
8536	82.34536082%	[81.5220%, 83.1396%]
8537	82.33571512%	[81.5122%, 83.1301%]
8538	82.32607168%	[81.5025%, 83.1206%]
8539	82.32814147%	[81.5046%, 83.1226%]
8540	82.33021077%	[81.5068%, 83.1246%]
8541	82.32057136%	[81.4970%, 83.1151%]
8542	82.32264107%	[81.4992%, 83.1170%]
8543	82.31300480%	[81.4894%, 83.1075%]
8544	82.31507491%	[81.4916%, 83.1095%]
8545	82.31714453%	[81.4937%, 83.1115%]
8546	82.30751229%	[81.4840%, 83.1020%]
8547	82.29788230%	[81.4742%, 83.0925%]
8548	82.29995321%	[81.4764%, 83.0945%]
8549	82.30202363%	[81.4786%, 83.0965%]
8550	82.30409357%	[81.4807%, 83.0985%]
8551	82.30616302%	[81.4829%, 83.1005%]
8552	82.30823199%	[81.4850%, 83.1024%]
8553	82.31030048%	[81.4872%, 83.1044%]
8554	82.31236848%	[81.4893%, 83.1064%]
8555	82.31443600%	[81.4915%, 83.1084%]
8556	82.31650304%	[81.4936%, 83.1104%]
8557	82.31856959%	[81.4958%, 83.1124%]
8558	82.32063566%	[81.4979%, 83.1143%]
8559	82.32270125%	[81.5001%, 83.1163%]
8560	82.32476636%	[81.5022%, 83.1183%]
8561	82.31515010%	[81.4925%, 83.1088%]
8562	82.31721560%	[81.4946%, 83.1108%]
8563	82.30760248%	[81.4849%, 83.1013%]
8564	82.30966838%	[81.4871%, 83.1033%]
8565	82.30005838%	[81.4773%, 83.0938%]
8566	82.30212468%	[81.4795%, 83.0958%]
8567	82.30419050%	[81.4816%, 83.0978%]
8568	82.30625584%	[81.4838%, 83.0998%]
8569	82.30832069%	[81.4859%, 83.1018%]
8570	82.31038506%	[81.4881%, 83.1037%]
8571	82.30078171%	[81.4784%, 83.0943%]
8572	82.29118059%	[81.4686%, 83.0848%]
8573	82.29324624%	[81.4708%, 83.0868%]
8574	82.29531141%	[81.4729%, 83.0888%]
8575	82.29737609%	[81.4751%, 83.0907%]
8576	82.29944030%	[81.4772%, 83.0927%]
8577	82.30150402%	[81.4794%, 83.0947%]
8578	82.30356727%	[81.4815%, 83.0967%]
8579	82.29397366%	[81.4718%, 83.0872%]
8580	82.29603730%	[81.4740%, 83.0892%]
8581	82.29810045%	[81.4761%, 83.0912%]
8582	82.28851084%	[81.4664%, 83.0817%]
8583	82.29057439%	[81.4686%, 83.0837%]
8584	82.29263747%	[81.4707%, 83.0857%]
8585	82.29470006%	[81.4729%, 83.0877%]
8586	82.29676217%	[81.4750%, 83.0896%]
8587	82.29882380%	[81.4772%, 83.0916%]
8588	82.30088496%	[81.4793%, 83.0936%]
8589	82.30294563%	[81.4814%, 83.0956%]
8590	82.30500582%	[81.4836%, 83.0975%]
8591	82.30706553%	[81.4857%, 83.0995%]
8592	82.29748603%	[81.4760%, 83.0901%]
8593	82.29954614%	[81.4782%, 83.0920%]
8594	82.30160577%	[81.4803%, 83.0940%]
8595	82.30366492%	[81.4825%, 83.0960%]
8596	82.30572359%	[81.4846%, 83.0980%]
8597	82.30778178%	[81.4868%, 83.1000%]
8598	82.30983950%	[81.4889%, 83.1019%]
8599	82.31189673%	[81.4910%, 83.1039%]
8600	82.31395349%	[81.4932%, 83.1059%]
8601	82.31600977%	[81.4953%, 83.1078%]
8602	82.31806557%	[81.4975%, 83.1098%]
8603	82.32012089%	[81.4996%, 83.1118%]
8604	82.32217573%	[81.5017%, 83.1138%]
8605	82.32423010%	[81.5039%, 83.1157%]
8606	82.32628399%	[81.5060%, 83.1177%]
8607	82.32833740%	[81.5082%, 83.1197%]
8608	82.33039033%	[81.5103%, 83.1217%]
8609	82.33244279%	[81.5124%, 83.1236%]
8610	82.33449477%	[81.5146%, 83.1256%]
8611	82.33654628%	[81.5167%, 83.1276%]
8612	82.33859731%	[81.5188%, 83.1295%]
8613	82.32903750%	[81.5092%, 83.1201%]
8614	82.33108893%	[81.5113%, 83.1221%]
8615	82.33313987%	[81.5134%, 83.1240%]
8616	82.33519034%	[81.5156%, 83.1260%]
8617	82.32563537%	[81.5059%, 83.1166%]
8618	82.32768624%	[81.5080%, 83.1185%]
8619	82.32973663%	[81.5102%, 83.1205%]
8620	82.33178654%	[81.5123%, 83.1225%]
8621	82.33383598%	[81.5144%, 83.1244%]
8622	82.32428671%	[81.5048%, 83.1150%]
8623	82.32633654%	[81.5069%, 83.1170%]
8624	82.32838590%	[81.5090%, 83.1190%]
8625	82.33043478%	[81.5112%, 83.1209%]
8626	82.33248319%	[81.5133%, 83.1229%]
8627	82.33453112%	[81.5154%, 83.1249%]
8628	82.33657858%	[81.5176%, 83.1268%]
8629	82.33862556%	[81.5197%, 83.1288%]
8630	82.34067207%	[81.5218%, 83.1308%]
8631	82.34271811%	[81.5239%, 83.1327%]
8632	82.34476367%	[81.5261%, 83.1347%]
8633	82.34680876%	[81.5282%, 83.1366%]
8634	82.34885337%	[81.5303%, 83.1386%]
8635	82.35089751%	[81.5325%, 83.1406%]
8636	82.35294118%	[81.5346%, 83.1425%]
8637	82.35498437%	[81.5367%, 83.1445%]
8638	82.35702709%	[81.5388%, 83.1464%]
8639	82.35906934%	[81.5410%, 83.1484%]
8640	82.34953704%	[81.5313%, 83.1390%]
8641	82.35157968%	[81.5334%, 83.1410%]
8642	82.35362185%	[81.5356%, 83.1429%]
8643	82.34409349%	[81.5259%, 83.1335%]
8644	82.34613605%	[81.5280%, 83.1355%]
8645	82.34817814%	[81.5302%, 83.1374%]
8646	82.35021975%	[81.5323%, 83.1394%]
8647	82.35226090%	[81.5344%, 83.1414%]
8648	82.35430157%	[81.5365%, 83.1433%]
8649	82.34477974%	[81.5269%, 83.1339%]
8650	82.34682081%	[81.5290%, 83.1359%]
8651	82.33730205%	[81.5194%, 83.1265%]
8652	82.33934350%	[81.5215%, 83.1285%]
8653	82.34138449%	[81.5236%, 83.1304%]
8654	82.34342501%	[81.5258%, 83.1324%]
8655	82.34546505%	[81.5279%, 83.1343%]
8656	82.34750462%	[81.5300%, 83.1363%]
8657	82.33799238%	[81.5204%, 83.1269%]
8658	82.34003234%	[81.5225%, 83.1289%]
8659	82.34207183%	[81.5246%, 83.1308%]
8660	82.34411085%	[81.5268%, 83.1328%]
8661	82.34614941%	[81.5289%, 83.1347%]
8662	82.33664281%	[81.5193%, 83.1254%]
8663	82.32713840%	[81.5096%, 83.1160%]
8664	82.32917821%	[81.5118%, 83.1179%]
8665	82.33121754%	[81.5139%, 83.1199%]
8666	82.33325640%	[81.5160%, 83.1219%]
8667	82.33529480%	[81.5181%, 83.1238%]
8668	82.33733272%	[81.5202%, 83.1258%]
8669	82.33937017%	[81.5224%, 83.1277%]
8670	82.34140715%	[81.5245%, 83.1297%]
8671	82.34344366%	[81.5266%, 83.1316%]
8672	82.33394834%	[81.5170%, 83.1223%]
8673	82.33598524%	[81.5191%, 83.1242%]
8674	82.32649297%	[81.5095%, 83.1149%]
8675	82.32853026%	[81.5116%, 83.1168%]
8676	82.33056708%	[81.5137%, 83.1188%]
8677	82.33260343%	[81.5159%, 83.1207%]
8678	82.32311593%	[81.5063%, 83.1114%]
8679	82.32515267%	[81.5084%, 83.1133%]
8680	82.32718894%	[81.5105%, 83.1153%]
8681	82.32922474%	[81.5126%, 83.1172%]
8682	82.33126008%	[81.5147%, 83.1192%]
8683	82.33329494%	[81.5169%, 83.1211%]
8684	82.33532934%	[81.5190%, 83.1231%]
8685	82.33736327%	[81.5211%, 83.1250%]
8686	82.33939673%	[81.5232%, 83.1270%]
8687	82.32991827%	[81.5136%, 83.1176%]
8688	82.33195212%	[81.5157%, 83.1196%]
8689	82.33398550%	[81.5178%, 83.1216%]
8690	82.33601841%	[81.5200%, 83.1235%]
8691	82.33805086%	[81.5221%, 83.1255%]
8692	82.34008283%	[81.5242%, 83.1274%]
8693	82.33061084%	[81.5146%, 83.1181%]
8694	82.33264320%	[81.5167%, 83.1200%]
8695	82.33467510%	[81.5188%, 83.1220%]
8696	82.33670653%	[81.5209%, 83.1239%]
8697	82.32723928%	[81.5114%, 83.1146%]
8698	82.32927110%	[81.5135%, 83.1165%]
8699	82.33130245%	[81.5156%, 83.1185%]
8700	82.33333333%	[81.5177%, 83.1204%]
8701	82.33536375%	[81.5198%, 83.1224%]
8702	82.33739370%	[81.5219%, 83.1243%]
8703	82.33942319%	[81.5240%, 83.1263%]
8704	82.34145221%	[81.5262%, 83.1282%]
8705	82.34348076%	[81.5283%, 83.1302%]
8706	82.34550884%	[81.5304%, 83.1321%]
8707	82.34753646%	[81.5325%, 83.1341%]
8708	82.34956362%	[81.5346%, 83.1360%]
8709	82.35159031%	[81.5367%, 83.1379%]
8710	82.34213548%	[81.5271%, 83.1286%]
8711	82.33268281%	[81.5176%, 83.1193%]
8712	82.32323232%	[81.5080%, 83.1100%]
8713	82.32526110%	[81.5101%, 83.1119%]
8714	82.32728942%	[81.5122%, 83.1139%]
8715	82.32931727%	[81.5143%, 83.1158%]
8716	82.33134465%	[81.5164%, 83.1178%]
8717	82.33337157%	[81.5186%, 83.1197%]
8718	82.33539803%	[81.5207%, 83.1216%]
8719	82.33742402%	[81.5228%, 83.1236%]
8720	82.33944954%	[81.5249%, 83.1255%]
8721	82.34147460%	[81.5270%, 83.1275%]
8722	82.34349920%	[81.5291%, 83.1294%]
8723	82.34552333%	[81.5312%, 83.1314%]
8724	82.34754700%	[81.5333%, 83.1333%]
8725	82.34957020%	[81.5354%, 83.1353%]
8726	82.35159294%	[81.5375%, 83.1372%]
8727	82.35361522%	[81.5396%, 83.1391%]
8728	82.35563703%	[81.5417%, 83.1411%]
8729	82.34620231%	[81.5322%, 83.1318%]
8730	82.33676976%	[81.5226%, 83.1225%]
8731	82.32733937%	[81.5131%, 83.1132%]
8732	82.32936326%	[81.5152%, 83.1151%]
8733	82.33138669%	[81.5173%, 83.1170%]
8734	82.32196016%	[81.5078%, 83.1077%]
8735	82.32398397%	[81.5099%, 83.1097%]
8736	82.32600733%	[81.5120%, 83.1116%]
8737	82.31658464%	[81.5024%, 83.1023%]
8738	82.31860838%	[81.5045%, 83.1043%]
8739	82.32063165%	[81.5066%, 83.1062%]
8740	82.32265446%	[81.5087%, 83.1082%]
8741	82.32467681%	[81.5108%, 83.1101%]
8742	82.32669870%	[81.5130%, 83.1120%]
8743	82.32872012%	[81.5151%, 83.1140%]
8744	82.33074108%	[81.5172%, 83.1159%]
8745	82.33276158%	[81.5193%, 83.1179%]
8746	82.33478161%	[81.5214%, 83.1198%]
8747	82.33680119%	[81.5235%, 83.1217%]
8748	82.33882030%	[81.5256%, 83.1237%]
8749	82.34083895%	[81.5277%, 83.1256%]
8750	82.34285714%	[81.5298%, 83.1276%]
8751	82.34487487%	[81.5319%, 83.1295%]
8752	82.34689214%	[81.5340%, 83.1314%]
8753	82.34890895%	[81.5361%, 83.1334%]
8754	82.35092529%	[81.5382%, 83.1353%]
8755	82.35294118%	[81.5403%, 83.1372%]
8756	82.35495660%	[81.5424%, 83.1392%]
8757	82.34555213%	[81.5328%, 83.1299%]
8758	82.34756794%	[81.5349%, 83.1318%]
8759	82.34958329%	[81.5370%, 83.1338%]
8760	82.34018265%	[81.5275%, 83.1245%]
8761	82.34219838%	[81.5296%, 83.1264%]
8762	82.34421365%	[81.5317%, 83.1284%]
8763	82.34622846%	[81.5338%, 83.1303%]
8764	82.34824281%	[81.5359%, 83.1322%]
8765	82.33884769%	[81.5264%, 83.1230%]
8766	82.34086242%	[81.5285%, 83.1249%]
8767	82.34287670%	[81.5306%, 83.1268%]
8768	82.33348540%	[81.5211%, 83.1176%]
8769	82.33550006%	[81.5232%, 83.1195%]
8770	82.33751425%	[81.5253%, 83.1214%]
8771	82.33952799%	[81.5274%, 83.1234%]
8772	82.34154127%	[81.5295%, 83.1253%]
8773	82.33215548%	[81.5200%, 83.1160%]
8774	82.33416914%	[81.5221%, 83.1180%]
8775	82.33618234%	[81.5242%, 83.1199%]
8776	82.33819508%	[81.5263%, 83.1218%]
8777	82.34020736%	[81.5283%, 83.1238%]
8778	82.33082707%	[81.5188%, 83.1145%]
8779	82.32144891%	[81.5094%, 83.1053%]
8780	82.32346241%	[81.5115%, 83.1072%]
8781	82.31408723%	[81.5020%, 83.0980%]
8782	82.31610112%	[81.5041%, 83.0999%]
8783	82.31811454%	[81.5062%, 83.1018%]
8784	82.32012750%	[81.5082%, 83.1038%]
8785	82.32214001%	[81.5103%, 83.1057%]
8786	82.32415206%	[81.5124%, 83.1076%]
8787	82.32616365%	[81.5145%, 83.1095%]
8788	82.32817478%	[81.5166%, 83.1115%]
8789	82.33018546%	[81.5187%, 83.1134%]
8790	82.33219568%	[81.5208%, 83.1153%]
8791	82.33420544%	[81.5229%, 83.1173%]
8792	82.32484076%	[81.5134%, 83.1080%]
8793	82.32685090%	[81.5155%, 83.1100%]
8794	82.32886059%	[81.5176%, 83.1119%]
8795	82.33086981%	[81.5197%, 83.1138%]
8796	82.33287858%	[81.5218%, 83.1157%]
8797	82.33488689%	[81.5239%, 83.1177%]
8798	82.33689475%	[81.5260%, 83.1196%]
8799	82.33890215%	[81.5281%, 83.1215%]
8800	82.34090909%	[81.5301%, 83.1235%]
8801	82.34291558%	[81.5322%, 83.1254%]
8802	82.34492161%	[81.5343%, 83.1273%]
8803	82.34692718%	[81.5364%, 83.1292%]
8804	82.34893230%	[81.5385%, 83.1312%]
8805	82.33957978%	[81.5290%, 83.1219%]
8806	82.34158528%	[81.5311%, 83.1239%]
8807	82.34359033%	[81.5332%, 83.1258%]
8808	82.34559491%	[81.5353%, 83.1277%]
8809	82.33624702%	[81.5258%, 83.1185%]
8810	82.33825199%	[81.5279%, 83.1204%]
8811	82.34025650%	[81.5300%, 83.1223%]
8812	82.34226055%	[81.5321%, 83.1243%]
8813	82.34426416%	[81.5342%, 83.1262%]
8814	82.34626730%	[81.5362%, 83.1281%]
8815	82.33692569%	[81.5268%, 83.1189%]
8816	82.33892922%	[81.5289%, 83.1208%]
8817	82.34093229%	[81.5310%, 83.1227%]
8818	82.34293491%	[81.5330%, 83.1247%]
8819	82.33359791%	[81.5236%, 83.1154%]
8820	82.33560091%	[81.5257%, 83.1174%]
8821	82.32626686%	[81.5162%, 83.1082%]
8822	82.32827023%	[81.5183%, 83.1101%]
8823	82.33027315%	[81.5204%, 83.1120%]
8824	82.33227561%	[81.5225%, 83.1139%]
8825	82.32294618%	[81.5130%, 83.1047%]
8826	82.32494901%	[81.5151%, 83.1067%]
8827	82.32695140%	[81.5172%, 83.1086%]
8828	82.32895333%	[81.5193%, 83.1105%]
8829	82.33095481%	[81.5214%, 83.1124%]
8830	82.32163080%	[81.5119%, 83.1032%]
8831	82.32363266%	[81.5140%, 83.1051%]
8832	82.32563406%	[81.5161%, 83.1071%]
8833	82.32763501%	[81.5182%, 83.1090%]
8834	82.32963550%	[81.5203%, 83.1109%]
8835	82.33163554%	[81.5223%, 83.1128%]
8836	82.33363513%	[81.5244%, 83.1147%]
8837	82.33563427%	[81.5265%, 83.1167%]
8838	82.32631817%	[81.5171%, 83.1075%]
8839	82.32831768%	[81.5192%, 83.1094%]
8840	82.33031674%	[81.5212%, 83.1113%]
8841	82.33231535%	[81.5233%, 83.1132%]
8842	82.33431350%	[81.5254%, 83.1152%]
8843	82.33631121%	[81.5275%, 83.1171%]
8844	82.33830846%	[81.5295%, 83.1190%]
8845	82.34030526%	[81.5316%, 83.1209%]
8846	82.33099706%	[81.5222%, 83.1117%]
8847	82.33299424%	[81.5243%, 83.1136%]
8848	82.33499096%	[81.5264%, 83.1156%]
8849	82.33698723%	[81.5284%, 83.1175%]
8850	82.33898305%	[81.5305%, 83.1194%]
8851	82.34097842%	[81.5326%, 83.1213%]
8852	82.34297334%	[81.5347%, 83.1232%]
8853	82.34496781%	[81.5367%, 83.1251%]
8854	82.33566749%	[81.5273%, 83.1160%]
8855	82.32636928%	[81.5179%, 83.1068%]
8856	82.32836495%	[81.5200%, 83.1087%]
8857	82.33036017%	[81.5221%, 83.1106%]
8858	82.33235493%	[81.5241%, 83.1125%]
8859	82.33434925%	[81.5262%, 83.1145%]
8860	82.33634312%	[81.5283%, 83.1164%]
8861	82.32705112%	[81.5189%, 83.1072%]
8862	82.32904536%	[81.5210%, 83.1091%]
8863	82.33103915%	[81.5230%, 83.1110%]
8864	82.32175090%	[81.5136%, 83.1019%]
8865	82.32374506%	[81.5157%, 83.1038%]
8866	82.32573878%	[81.5178%, 83.1057%]
8867	82.31645427%	[81.5084%, 83.0965%]
8868	82.31844835%	[81.5105%, 83.0984%]
8869	82.32044199%	[81.5125%, 83.1004%]
8870	82.32243517%	[81.5146%, 83.1023%]
8871	82.31315522%	[81.5052%, 83.0931%]
8872	82.31514878%	[81.5073%, 83.0950%]
8873	82.31714189%	[81.5094%, 83.0970%]
8874	82.31913455%	[81.5114%, 83.0989%]
8875	82.32112676%	[81.5135%, 83.1008%]
8876	82.32311852%	[81.5156%, 83.1027%]
8877	82.32510983%	[81.5177%, 83.1046%]
8878	82.32710070%	[81.5197%, 83.1065%]
8879	82.32909111%	[81.5218%, 83.1084%]
8880	82.33108108%	[81.5239%, 83.1103%]
8881	82.32181061%	[81.5145%, 83.1012%]
8882	82.32380095%	[81.5166%, 83.1031%]
8883	82.31453338%	[81.5072%, 83.0940%]
8884	82.31652409%	[81.5092%, 83.0959%]
8885	82.31851435%	[81.5113%, 83.0978%]
8886	82.32050416%	[81.5134%, 83.0997%]
8887	82.32249353%	[81.5155%, 83.1016%]
8888	82.32448245%	[81.5175%, 83.1035%]
8889	82.31522106%	[81.5081%, 83.0944%]
8890	82.31721035%	[81.5102%, 83.0963%]
8891	82.31919919%	[81.5123%, 83.0982%]
8892	82.30994152%	[81.5029%, 83.0891%]
8893	82.31193073%	[81.5050%, 83.0910%]
8894	82.31391950%	[81.5071%, 83.0929%]
8895	82.31590781%	[81.5091%, 83.0948%]
8896	82.31789568%	[81.5112%, 83.0967%]
8897	82.31988311%	[81.5133%, 83.0986%]
8898	82.31063160%	[81.5039%, 83.0895%]
8899	82.31261940%	[81.5060%, 83.0914%]
8900	82.31460674%	[81.5080%, 83.0933%]
8901	82.31659364%	[81.5101%, 83.0952%]
8902	82.31858009%	[81.5122%, 83.0971%]
8903	82.32056610%	[81.5142%, 83.0990%]
8904	82.31132075%	[81.5049%, 83.0899%]
8905	82.30207748%	[81.4955%, 83.0808%]
8906	82.30406468%	[81.4976%, 83.0827%]
8907	82.29482430%	[81.4882%, 83.0736%]
8908	82.29681185%	[81.4903%, 83.0755%]
8909	82.29879897%	[81.4924%, 83.0774%]
8910	82.30078563%	[81.4944%, 83.0793%]
8911	82.30277186%	[81.4965%, 83.0812%]
8912	82.30475763%	[81.4986%, 83.0831%]
8913	82.29552339%	[81.4892%, 83.0740%]
8914	82.29750954%	[81.4913%, 83.0759%]
8915	82.29949523%	[81.4934%, 83.0778%]
8916	82.29026469%	[81.4840%, 83.0687%]
8917	82.29225076%	[81.4861%, 83.0706%]
8918	82.29423638%	[81.4881%, 83.0725%]
8919	82.28500953%	[81.4788%, 83.0634%]
8920	82.27578475%	[81.4695%, 83.0543%]
8921	82.27777155%	[81.4715%, 83.0562%]
8922	82.27975790%	[81.4736%, 83.0581%]
8923	82.28174381%	[81.4757%, 83.0600%]
8924	82.28372927%	[81.4777%, 83.0619%]
8925	82.28571429%	[81.4798%, 83.0639%]
8926	82.28769886%	[81.4819%, 83.0658%]
8927	82.28968298%	[81.4839%, 83.0677%]
8928	82.29166667%	[81.4860%, 83.0696%]
8929	82.29364990%	[81.4880%, 83.0715%]
8930	82.29563270%	[81.4901%, 83.0734%]
8931	82.29761505%	[81.4922%, 83.0753%]
8932	82.29959695%	[81.4942%, 83.0772%]
8933	82.30157842%	[81.4963%, 83.0791%]
8934	82.30355944%	[81.4984%, 83.0810%]
8935	82.30554001%	[81.5004%, 83.0829%]
8936	82.30752014%	[81.5025%, 83.0848%]
8937	82.30949983%	[81.5045%, 83.0867%]
8938	82.31147908%	[81.5066%, 83.0886%]
8939	82.30227095%	[81.4973%, 83.0795%]
8940	82.30425056%	[81.4993%, 83.0814%]
8941	82.30622973%	[81.5014%, 83.0833%]
8942	82.30820845%	[81.5035%, 83.0852%]
8943	82.29900481%	[81.4941%, 83.0761%]
8944	82.30098390%	[81.4962%, 83.0780%]
8945	82.29178312%	[81.4869%, 83.0690%]
8946	82.29376258%	[81.4889%, 83.0709%]
8947	82.29574159%	[81.4910%, 83.0728%]
8948	82.29772016%	[81.4931%, 83.0747%]
8949	82.28852386%	[81.4838%, 83.0656%]
8950	82.29050279%	[81.4858%, 83.0675%]
8951	82.29248129%	[81.4879%, 83.0694%]
8952	82.29445934%	[81.4899%, 83.0713%]
8953	82.28526751%	[81.4806%, 83.0622%]
8954	82.28724592%	[81.4827%, 83.0641%]
8955	82.28922390%	[81.4847%, 83.0660%]
8956	82.29120143%	[81.4868%, 83.0679%]
8957	82.29317852%	[81.4889%, 83.0698%]
8958	82.29515517%	[81.4909%, 83.0717%]
8959	82.28596942%	[81.4816%, 83.0627%]
8960	82.28794643%	[81.4837%, 83.0646%]
8961	82.28992300%	[81.4857%, 83.0665%]
8962	82.29189913%	[81.4878%, 83.0683%]
8963	82.29387482%	[81.4898%, 83.0702%]
8964	82.29585007%	[81.4919%, 83.0721%]
8965	82.29782487%	[81.4939%, 83.0740%]
8966	82.29979924%	[81.4960%, 83.0759%]
8967	82.30177317%	[81.4980%, 83.0778%]
8968	82.29259590%	[81.4888%, 83.0688%]
8969	82.29457019%	[81.4908%, 83.0707%]
8970	82.29654404%	[81.4929%, 83.0726%]
8971	82.28737042%	[81.4836%, 83.0635%]
8972	82.28934463%	[81.4856%, 83.0654%]
8973	82.29131840%	[81.4877%, 83.0673%]
8974	82.28214843%	[81.4784%, 83.0583%]
8975	82.28412256%	[81.4805%, 83.0602%]
8976	82.28609626%	[81.4825%, 83.0621%]
8977	82.28806951%	[81.4846%, 83.0640%]
8978	82.27890399%	[81.4753%, 83.0549%]
8979	82.28087760%	[81.4773%, 83.0568%]
8980	82.28285078%	[81.4794%, 83.0587%]
8981	82.28482352%	[81.4814%, 83.0606%]
8982	82.27566244%	[81.4722%, 83.0516%]
8983	82.27763553%	[81.4742%, 83.0534%]
8984	82.27960819%	[81.4763%, 83.0553%]
8985	82.28158041%	[81.4783%, 83.0572%]
8986	82.28355219%	[81.4804%, 83.0591%]
8987	82.27439635%	[81.4711%, 83.0501%]
8988	82.27636849%	[81.4732%, 83.0520%]
8989	82.27834019%	[81.4752%, 83.0539%]
8990	82.28031146%	[81.4773%, 83.0558%]
8991	82.28228228%	[81.4793%, 83.0577%]
8992	82.28425267%	[81.4814%, 83.0596%]
8993	82.28622262%	[81.4834%, 83.0615%]
8994	82.27707360%	[81.4742%, 83.0524%]
8995	82.27904391%	[81.4762%, 83.0543%]
8996	82.28101378%	[81.4783%, 83.0562%]
8997	82.28298322%	[81.4803%, 83.0581%]
8998	82.28495221%	[81.4824%, 83.0600%]
8999	82.28692077%	[81.4844%, 83.0619%]
9000	82.28888889%	[81.4864%, 83.0638%]
9001	82.29085657%	[81.4885%, 83.0657%]
9002	82.29282382%	[81.4905%, 83.0676%]
9003	82.29479063%	[81.4926%, 83.0694%]
9004	82.29675700%	[81.4946%, 83.0713%]
9005	82.29872293%	[81.4967%, 83.0732%]
9006	82.30068843%	[81.4987%, 83.0751%]
